schema,new_file,old_file,path,change_type,property,old_value,new_value,description
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","extension.docuRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Documento de identificación del responsable de la operación por parte del receptor | restricciones=minLength=5; maxLength=25","","Documento de identificación del responsable de la operación por parte del receptor"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","extension.nombEntrega","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable que Genera el DTE | restricciones=minLength=5; maxLength=100","","Nombre del responsable que Genera el DTE"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","extension.nombRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable de la operación por parte del receptor | restricciones=minLength=5; maxLength=100","","Nombre del responsable de la operación por parte del receptor"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","extension.observaciones","eliminado","campo","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=maxLength=3000","","Observaciones"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","identificacion.fusion","agregado","campo","","tipo=string|null | requerido=si | descripcion=Fusiónes y otros | restricciones=pattern=^([0-9]{14}|[0-9]{9})$","Fusiónes y otros"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","identificacion.numeroControl","restriccion_modificada","pattern","^DTE-08-[A-Z0-9]{8}-[0-9]{15}$","^DTE-08-(M|B|S|P)([0-9]{3})(P)([0-9]{3})-[0-9]{15}$","Número de Control"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","identificacion.version","restriccion_modificada","const","1","2","Versión"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.codActividad","restriccion_modificada","pattern","^[0-9]{2,6}$","","Código de Actividad Económica (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.codDomiciliado","agregado","campo","","tipo=integer | requerido=si | descripcion=Domicilio Fiscal","Domicilio Fiscal"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.correo","type_modificado","type","string","string|null","Correo electrónico (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.correo","restriccion_modificada","format","email","","Correo electrónico (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.correo","restriccion_modificada","minLength","","6","Correo electrónico (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.direccion.complemento","restriccion_modificada","minLength","5","1","Dirección: complemento (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección: Departamento (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección Distrito (Receptor)","Dirección Distrito (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección: Municipio (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.nit","eliminado","campo","tipo=string | requerido=si | descripcion=NIT (Receptor) | restricciones=pattern=^([0-9]{14}|[0-9]{9})$","","NIT (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre (Receptor)","Nombre (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.nombreComercial","restriccion_modificada","minLength","5","1","Nombre Comercial (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.nrc","type_modificado","type","string","string|null","NRC (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","","NRC (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.numDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Número de documento de Identificación (Receptor) | restricciones=minLength=1; maxLength=20","Número de documento de Identificación (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","receptor.tipoDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Tipo de documento de identificación (Receptor)","Tipo de documento de identificación (Receptor)"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.condicionOperacion","restriccion_modificada","enum","[1,2,3]","","Condición de la Operación"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.exportacion","agregado","campo","","tipo=number | requerido=si | descripcion=Total de Operaciones Exportación | restricciones=exclusiveMinimum=-100000000000; exclusiveMaximum=100000000000; multipleOf=0.01","Total de Operaciones Exportación"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.ivaPerci","description_modificado","description","IVA Percibido liquidado","IVA Percibido","IVA Percibido"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.observaciones","agregado","campo","","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=minLength=1; maxLength=3000","Observaciones"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.subTotalVentas","description_modificado","description","Suma de operaciones sin impuestos","Suma de operaciones","Suma de operaciones"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.total","description_modificado","description","Total a Pagar","Total","Total"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.total","restriccion_modificada","minimum","","0","Total"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.total","restriccion_modificada","exclusiveMinimum","-100000000000","","Total"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.totalExportacion","eliminado","campo","tipo=number | requerido=si | descripcion=Total de Operaciones Exportación | restricciones=exclusiveMinimum=-100000000000; exclusiveMaximum=100000000000; multipleOf=0.01","","Total de Operaciones Exportación"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.totalLetras","type_modificado","type","string","string|null","Valor en Letras"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.totalLetras","description_modificado","description","Total en Letras","Valor en Letras","Valor en Letras"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.totalLetras","restriccion_modificada","minLength","","1","Valor en Letras"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.tributos[].codigo","restriccion_modificada","enum","[null,""20"",""C3"",""59"",""71"",""D1"",""C8"",""D5"",""D4""]","","Resumen Código de Tributo"
"fe-cl","svfe-json-schemas-new/v2/fe-cl-v2.json","svfe-json-schemas-old/fe-cl-v1.json","resumen.tributos[].descripcion","restriccion_modificada","minLength","2","1","Nombre del Tributo"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","apendice[].campo","type_modificado","type","string","string|null","Nombre del campo"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","apendice[].campo","restriccion_modificada","minLength","2","1","Nombre del campo"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","apendice[].etiqueta","type_modificado","type","string","string|null","Descripción"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","apendice[].etiqueta","restriccion_modificada","minLength","3","1","Descripción"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","apendice[].valor","type_modificado","type","string","string|null","Valor/Dato"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].codigoRetencionMH","restriccion_modificada","enum","[""22"",""C4"",""C9""]","","Código retención MH"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].descripcion","type_modificado","type","string","string|null","Descripción"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].descripcion","restriccion_modificada","minLength","","1","Descripción"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].descripcion","restriccion_modificada","maxLength","1000","1500","Descripción"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].fechaEmision","type_modificado","type","string","null|string","Fecha de generación del documento relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].fechaEmision","description_modificado","description","Fecha de generación del  relacionado","Fecha de generación del documento relacionado","Fecha de generación del documento relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].ivaRetenido","restriccion_modificada","minimum","0.01","","IVA Retenido"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].ivaRetenido","restriccion_modificada","exclusiveMinimum","","0","IVA Retenido"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].montoSujetoGrav","restriccion_modificada","minimum","1","","Monto Sujeto a retención"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].montoSujetoGrav","restriccion_modificada","exclusiveMinimum","","0","Monto Sujeto a retención"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].numDocumento","type_modificado","type","string","null|string","Número de documento relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].tipoDoc","eliminado","campo","tipo=integer | requerido=si | descripcion=Tipo de generación del documento | restricciones=enum=[1,2]","","Tipo de generación del documento"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].tipoDte","type_modificado","type","string","null|string","Tipo de Documento Relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].tipoDte","description_modificado","description","Tipo de Documento Tributario Relacionado","Tipo de Documento Relacionado","Tipo de Documento Relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].tipoDte","restriccion_modificada","enum","[""14"",""03"",""01""]","","Tipo de Documento Relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","cuerpoDocumento[].tipoGeneracion","agregado","campo","","tipo=null|integer | requerido=si | descripcion=Tipo de generación del documento relacionado","Tipo de generación del documento relacionado"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.codActividad","restriccion_modificada","pattern","^[0-9]{5,6}$","","Código de Actividad Económica (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.codEstable","agregado","campo","","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el contribuyente | restricciones=minLength=4; maxLength=4","Código del establecimiento asignado por el contribuyente"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.codPuntoVenta","agregado","campo","","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) asignado por el contribuyente | restricciones=minLength=1; maxLength=15","Código del Punto de Venta (Emisor) asignado por el contribuyente"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.codigo","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el contribuyente | restricciones=minLength=4; maxLength=4","","Código del establecimiento asignado por el contribuyente"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.codigoMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del establecimiento asignado por el MH"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.correo","restriccion_modificada","format","email","","Correo electrónico (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.correo","restriccion_modificada","minLength","3","6","Correo electrónico (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.direccion.complemento","restriccion_modificada","minLength","5","1","Dirección complemento (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección Departamento (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección Distrito (Emisor)","Dirección Distrito (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección Municipio (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.nit","restriccion_modificada","pattern","^([0-9]{14}|[0-9]{9})$","","NIT (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Emisor)","Nombre (Emisor)","Nombre (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.nrc","type_modificado","type","string","string|null","NRC (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","","NRC (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.nrc","restriccion_modificada","minLength","","2","NRC (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.nrc","restriccion_modificada","maxLength","","8","NRC (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.puntoVenta","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) asignado por el contribuyente | restricciones=minLength=1; maxLength=15","","Código del Punto de Venta (Emisor) asignado por el contribuyente"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.puntoVentaMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) Asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del Punto de Venta (Emisor) Asignado por el MH"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.telefono","restriccion_modificada","pattern","^[A-Z0-9]{8,30}$","","Teléfono (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","emisor.tipoEstablecimiento","eliminado","campo","tipo=string | requerido=si | descripcion=Tipo de establecimiento (Emisor) | restricciones=enum=[""01"",""02"",""04"",""20""]","","Tipo de establecimiento (Emisor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","extension","eliminado","campo","tipo=object|null | requerido=si | descripcion=Extensión | restricciones=additionalProperties=false","","Extensión"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","extension.docuEntrega","eliminado","campo","tipo=string|null | requerido=si | descripcion=Documento de identificación de quien genera el DTE | restricciones=minLength=5; maxLength=25","","Documento de identificación de quien genera el DTE"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","extension.docuRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Documento de identificación del responsable de la operación por parte del receptor | restricciones=minLength=5; maxLength=25","","Documento de identificación del responsable de la operación por parte del receptor"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","extension.nombEntrega","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable que Genera el DTE | restricciones=minLength=5; maxLength=100","","Nombre del responsable que Genera el DTE"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","extension.nombRecibe","eliminado","campo","tipo=string|null | requerido=si | descripcion=Nombre del responsable de la operación por parte del receptor | restricciones=minLength=5; maxLength=100","","Nombre del responsable de la operación por parte del receptor"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","extension.observaciones","eliminado","campo","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=maxLength=3000","","Observaciones"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.fusion","agregado","campo","","tipo=string|null | requerido=no | descripcion=Fusiónes y otros","Fusiónes y otros"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.motivoContin","type_modificado","type","null","string|null","Motivo de Contingencia"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.numeroControl","restriccion_modificada","pattern","^DTE-07-[A-Z0-9]{8}-[0-9]{15}$","^DTE-07-(M|B|S|P)([0-9]{3})(P)([0-9]{3})-[0-9]{15}$","Número de Control"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.tipoContingencia","type_modificado","type","null","integer|null","Tipo de Contingencia"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.tipoModelo","restriccion_modificada","const","1","","Modelo de Facturación"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.tipoOperacion","restriccion_modificada","const","1","","Tipo de Transmisión"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","identificacion.version","restriccion_modificada","const","1","2","Versión"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.codActividad","restriccion_modificada","pattern","^[0-9]{5,6}$","","Código de Actividad Económica (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.correo","type_modificado","type","string","string|null","Correo electrónico (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.correo","restriccion_modificada","format","email","","Correo electrónico (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.correo","restriccion_modificada","minLength","","6","Correo electrónico (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.direccion.complemento","restriccion_modificada","minLength","5","1","Dirección: complemento (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección: Departamento (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.direccion.departamento","restriccion_modificada","minLength","2","","Dirección: Departamento (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.direccion.departamento","restriccion_modificada","maxLength","2","","Dirección: Departamento (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección: Distrito (Receptor)","Dirección: Distrito (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección: Municipio (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre (Receptor)","Nombre (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","","NRC (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.numDocumento","restriccion_modificada","minLength","3","1","Número de documento de Identificación (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.telefono","restriccion_modificada","pattern","^[0-9+;]{8,30}$","","Teléfono (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","receptor.tipoDocumento","restriccion_modificada","enum","[""36"",""13"",""37"",""03"",""02""]","","Tipo de documento de identificación (Receptor)"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.observaciones","agregado","campo","","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=minLength=1; maxLength=3000","Observaciones"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalIVAretenido","eliminado","campo","tipo=number | requerido=si | descripcion=Total IVA Retenido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Total IVA Retenido"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalIVAretenidoLetras","eliminado","campo","tipo=string | requerido=si | descripcion=Valor en letras | restricciones=maxLength=200","","Valor en letras"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalIva","agregado","campo","","tipo=number | requerido=si | descripcion=IVA 13% | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","IVA 13%"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalIvaRetenido","agregado","campo","","tipo=number | requerido=si | descripcion=Total IVA Retenido | restricciones=exclusiveMinimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","Total IVA Retenido"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalLetras","agregado","campo","","tipo=null|string | requerido=si | descripcion=Valor en letras | restricciones=minLength=1; maxLength=200","Valor en letras"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalSujetoRetencion","restriccion_modificada","minimum","0","","Total Monto Sujeto a retención"
"fe-cr","svfe-json-schemas-new/v2/fe-cr-v2.json","svfe-json-schemas-old/fe-cr-v1.json","resumen.totalSujetoRetencion","restriccion_modificada","exclusiveMinimum","","0","Total Monto Sujeto a retención"
"fe-dcl","svfe-json-schemas-new/v2/fe-dcl-v2.json","svfe-json-schemas-old/fe-dcl-v1.json","cuerpoDocumento.cantidadDoc","restriccion_modificada","exclusiveMaximum","100000000000","1000000000","Cantidad de Documentos"
"fe-dcl","svfe-json-schemas-new/v2/fe-dcl-v2.json","svfe-json-schemas-old/fe-dcl-v1.json","cuerpoDocumento.cantidadDoc","restriccion_modificada","multipleOf","1","","Cantidad de Documentos"
"fe-dcl","svfe-json-schemas-new/v2/fe-dcl-v2.json","svfe-json-schemas-old/fe-dcl-v1.json","cuerpoDocumento.iva","restriccion_modificada","multipleOf","1e-8","0.01","IVA de las Operaciones a liquidar"
"fe-dcl","svfe-json-schemas-new/v2/fe-dcl-v2.json","svfe-json-schemas-old/fe-dcl-v1.json","cuerpoDocumento.montoSinPercepcion","type_modificado","type","number","number|null","Valores no sujetos a percepción"
"fe-dcl","svfe-json-schemas-new/v2/fe-dcl-v2.json","svfe-json-schemas-old/fe-dcl-v1.json","cuerpoDocumento.observaciones","restriccion_modificada","minLength","","1","Observaciones por ítems"
"fe-dcl","svfe-json-schemas-new/v2/fe-dcl-v2.json","svfe-json-schemas-old/fe-dcl-v1.json","cuerpoDocumento.observaciones","restriccion_modificada","maxLength","200","1000","Observaciones por ítems"
