schema,new_file,old_file,path,change_type,property,old_value,new_value,description
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","receptor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección: Municipio (Receptor)"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","receptor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre (Receptor)","Nombre (Receptor)"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","receptor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","","NRC (Receptor)"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","receptor.numDocumento","restriccion_modificada","minLength","3","1","Número de documento de Identificación (Receptor)"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","receptor.tipoDocumento","restriccion_modificada","enum","[null,""36"",""13"",""02"",""03"",""37""]","","Tipo de documento de identificación (Receptor)"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.condicionOperacion","restriccion_modificada","enum","[1,2,3]","","Condición de la Operación"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.descuExenta","description_modificado","description","Monto global de Descuento, Bonificación, Rebajas y otros a ventas exentas","Descuento global a ventas exentas","Descuento global a ventas exentas"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.descuGravada","description_modificado","description","Monto global de Descuento, Bonificación, Rebajas y otros a ventas gravadas","Descuento global a ventas gravadas","Descuento global a ventas gravadas"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.descuNoSuj","description_modificado","description","Monto global de Descuento, Bonificación, Rebajas y otros a ventas no sujetas","Descuento global a ventas no sujetas","Descuento global a ventas no sujetas"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.ivaRete","agregado","campo","","tipo=number | requerido=si | descripcion=IVA Retenido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","IVA Retenido"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.ivaRete1","eliminado","campo","tipo=number | requerido=si | descripcion=IVA Retenido | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","IVA Retenido"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.observaciones","agregado","campo","","tipo=string|null | requerido=si | descripcion=Observaciones | restricciones=minLength=1; maxLength=3000","Observaciones"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.pagos[].codigo","type_modificado","type","string","string|null","Código de forma de pago"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.pagos[].codigo","restriccion_modificada","pattern","^(0[1-9]||1[0-4]||99)$","","Código de forma de pago"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.pagos[].periodo","restriccion_modificada","exclusiveMinimum","","0","Período de plazo"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.pagos[].plazo","restriccion_modificada","pattern","^0[1-3]$","","Plazo"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.porcentajeDescuento","description_modificado","description","Porcentaje del monto global de Descuento, Bonificación, Rebajas y otros","Porcentaje de Descuento","Porcentaje de Descuento"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.reteRenta","eliminado","campo","tipo=number | requerido=si | descripcion=Retención Renta | restricciones=minimum=0; exclusiveMaximum=100000000000; multipleOf=0.01","","Retención Renta"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.saldoFavor","restriccion_modificada","exclusiveMinimum","","-100000000000","Saldo a Favor"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.saldoFavor","restriccion_modificada","exclusiveMaximum","100000000000","","Saldo a Favor"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.subTotalVentas","description_modificado","description","Suma de operaciones sin impuestos","Suma de operaciones","Suma de operaciones"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.totalDescu","description_modificado","description","Total del monto de Descuento, Bonificación, Rebajas","Total de Descuentos","Total de Descuentos"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.totalLetras","type_modificado","type","string","string|null","Valor en Condicion de la Operacion"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.totalLetras","description_modificado","description","Valor en Letras","Valor en Condicion de la Operacion","Valor en Condicion de la Operacion"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.totalLetras","restriccion_modificada","minLength","","1","Valor en Condicion de la Operacion"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.tributos[].codigo","restriccion_modificada","enum","[""C3"",""59"",""71"",""D1"",""C8"",""C5"",""C6"",""C7"",""D5"",""19"",""28"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""38"",""39"",""42"",""43"",""44"",""50"",""51"",""52"",""53"",""54"",""55"",""58"",""77"",""78"",""79"",""85"",""86"",""91"",""92"",""A1"",""A5"",""A7"",""A9""]","","Resumen Código de Tributo"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.tributos[].descripcion","restriccion_modificada","minLength","2","1","Nombre del Tributo"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","resumen.tributos[].descripcion","restriccion_modificada","maxLength","150","300","Nombre del Tributo"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","ventaTercero.codDomiciliado","agregado","campo","","tipo=integer|null | requerido=si | descripcion=Domicilio Fiscal","Domicilio Fiscal"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","ventaTercero.nit","type_modificado","type","string","string|null","NIT por cuenta de Terceros"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","ventaTercero.nit","restriccion_modificada","pattern","^([0-9]{14}|[0-9]{9})$","","NIT por cuenta de Terceros"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","ventaTercero.nit","restriccion_modificada","minLength","","1","NIT por cuenta de Terceros"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","ventaTercero.nit","restriccion_modificada","maxLength","","20","NIT por cuenta de Terceros"
"fe-f","svfe-json-schemas-new/v2/fe-f-v2.json","svfe-json-schemas-old/fe-fc-v1.json","ventaTercero.nombre","description_modificado","description","Nombre, denominación o razón social del Tercero","Nombre del Tercero","Nombre del Tercero"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","apendice","description_modificado","description","Apéndice","Sección Apéndice","Sección Apéndice"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","apendice[].campo","restriccion_modificada","minLength","","1","Nombre del campo"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","apendice[].etiqueta","restriccion_modificada","minLength","","1","Descripción"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","apendice[].valor","restriccion_modificada","minLength","","1","Valor/Dato"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","compraTercero","agregado","campo","","tipo=object|null | requerido=si | descripcion=Compras por cuenta de terceros | restricciones=additionalProperties=false","Compras por cuenta de terceros"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","compraTercero.nombre","agregado","campo","","tipo=string | requerido=si | descripcion=Nombre del Tercero | restricciones=minLength=1; maxLength=250","Nombre del Tercero"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","compraTercero.numDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Número de documento de Identificación del Tercero | restricciones=minLength=1; maxLength=20","Número de documento de Identificación del Tercero"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].codTributo","agregado","campo","","tipo=string|null | requerido=si | descripcion=Tributo sujeto a cálculo de IVA | restricciones=minLength=2; maxLength=2","Tributo sujeto a cálculo de IVA"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].codigo","restriccion_modificada","maxLength","200","25","Código"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].descripcion","restriccion_modificada","minLength","","1","Descripción"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].descripcion","restriccion_modificada","maxLength","1000","1500","Descripción"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].montoDescu","description_modificado","description","Descuento, Bonificación, Rebajas por ítem","Descuento por ítem","Descuento por ítem"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].noGravado","description_modificado","description","Cargos / Abonos que no afectan la base imponible","Cargos/Abonos que no afectan la base imponible","Cargos/Abonos que no afectan la base imponible"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].numeroDocumento","agregado","campo","","tipo=string|null | requerido=si | descripcion=Número de Documento Relacionado | restricciones=minimum=1; maximum=36","Número de Documento Relacionado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].precioUni","restriccion_modificada","minimum","","0","Precio Unitario"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","cuerpoDocumento[].tipoItem","agregado","campo","","tipo=integer | requerido=si | descripcion=Tipo de ítem","Tipo de ítem"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","documentoRelacionado","agregado","campo","","tipo=array|null | requerido=si | descripcion=Documentos Relacionados | restricciones=minItems=1; maxItems=50","Documentos Relacionados"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","documentoRelacionado[]","agregado","campo","","tipo=object | requerido=si | restricciones=additionalProperties=false",""
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","documentoRelacionado[].fechaEmision","agregado","campo","","tipo=string | requerido=si | descripcion=Fecha de Generación del Documento Relacionado | restricciones=format=date","Fecha de Generación del Documento Relacionado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","documentoRelacionado[].numeroDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Número de documento relacionado | restricciones=minLength=1; maxLength=36","Número de documento relacionado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","documentoRelacionado[].tipoDocumento","agregado","campo","","tipo=string | requerido=si | descripcion=Tipo de Documento Relacionado","Tipo de Documento Relacionado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","documentoRelacionado[].tipoGeneracion","agregado","campo","","tipo=integer | requerido=si | descripcion=Tipo de Generación del Documento relacionado","Tipo de Generación del Documento relacionado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.codActividad","restriccion_modificada","pattern","^[0-9]{2,6}$","","Código de Actividad Económica (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.codEstableMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del establecimiento asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del establecimiento asignado por el MH"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.codPuntoVentaMH","eliminado","campo","tipo=string|null | requerido=si | descripcion=Código del Punto de Venta (Emisor) Asignado por el MH | restricciones=minLength=4; maxLength=4","","Código del Punto de Venta (Emisor) Asignado por el MH"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.correo","restriccion_modificada","format","email","","Correo electrónico (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.correo","restriccion_modificada","minLength","3","6","Correo electrónico (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.descActividad","restriccion_modificada","minLength","5","1","Actividad Económica (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.departamento","restriccion_modificada","pattern","^0[1-9]|1[0-4]$","","Dirección Departamento (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.departamento","restriccion_modificada","minLength","","1","Dirección Departamento (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.departamento","restriccion_modificada","maxLength","","2","Dirección Departamento (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.distrito","agregado","campo","","tipo=string | requerido=si | descripcion=Dirección Distrito (Emisor)","Dirección Distrito (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.municipio","restriccion_modificada","pattern","^[0-9]{2}$","","Dirección Municipio (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.municipio","restriccion_modificada","minLength","","1","Dirección Municipio (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.direccion.municipio","restriccion_modificada","maxLength","","2","Dirección Municipio (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.nit","restriccion_modificada","pattern","^([0-9]{14}|[0-9]{9})$","","NIT (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.nit","restriccion_modificada","maxLength","14","","NIT (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Emisor)","Nombre (Emisor)","Nombre (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.nombreComercial","restriccion_modificada","minLength","5","1","Nombre Comercial (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.nrc","restriccion_modificada","pattern","^[0-9]{1,8}$","","NRC (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.regimen","restriccion_modificada","minLength","","1","Régimen de exportación"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.regimen","restriccion_modificada","maxLength","","13","Régimen de exportación"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.regimen","restriccion_modificada","maximum","13","","Régimen de exportación"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.telefono","type_modificado","type","string","string|null","Teléfono (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.tipoEstablecimiento","eliminado","campo","tipo=string | requerido=si | descripcion=Tipo de establecimiento (Emisor) | restricciones=enum=[""01"",""02"",""04"",""07"",""20""]","","Tipo de establecimiento (Emisor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.tipoItemExpor","description_modificado","description","Tipo de ítem","Tipo de exportación","Tipo de exportación"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.tipoItemExpor","restriccion_modificada","enum","[1,2,3]","","Tipo de exportación"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","emisor.tipoRegimen","agregado","campo","","tipo=string|null | requerido=si | descripcion=Tipo Régimen","Tipo Régimen"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","identificacion.motivoContigencia","eliminado","campo","tipo=string|null | requerido=si | descripcion=Motivo de Contingencia | restricciones=minLength=1; maxLength=500","","Motivo de Contingencia"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","identificacion.motivoContin","agregado","campo","","tipo=string|null | requerido=si | descripcion=Motivo de Contingencia | restricciones=minLength=1; maxLength=500","Motivo de Contingencia"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","identificacion.numeroControl","restriccion_modificada","pattern","^DTE-11-[A-Z0-9]{8}-[0-9]{15}$","^DTE-11-(M|B|S|P)([0-9]{3})(P)([0-9]{3})-[0-9]{15}$","Número de Control"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","identificacion.version","restriccion_modificada","const","1","3","Versión"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].codDocAsociado","type_modificado","type","integer","integer|null","Documento asociado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].codDocAsociado","restriccion_modificada","enum","[1,2,3,4]","","Documento asociado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].descDocumento","restriccion_modificada","minLength","","3","Identificación del documento asociado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].detalleDocumento","restriccion_modificada","minLength","","3","Descripción de documento asociado"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].modoTransp","restriccion_modificada","enum","[null,1,2,3,4,5,6,7]","","Modo de transporte"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].modoTransp","restriccion_modificada","maximum","4","7","Modo de transporte"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","otrosDocumentos[].numConductor","description_modificado","description","N documento de identificación del Conductor","Numero de documento de identificación del Conductor","Numero de documento de identificación del Conductor"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor","type_modificado","type","object|null","object","Receptor"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.codPais","restriccion_modificada","enum","[""9320"",""9539"",""9565"",""9905"",""9999"",""9303"",""9306"",""9309"",""9310"",""9315"",""9317"",""9318"",""9319"",""9324"",""9327"",""9330"",""9333"",""9336"",""9339"",""9342"",""9345"",""9348"",""9349"",""9350"",""9354"",""9357"",""9360"",""9363"",""9366"",""9372"",""9374"",""9375"",""9377"",""9378"",""9381"",""9384"",""9387"",""9390"",""9393"",""9394"",""9396"",""9399"",""9402"",""9405"",""9408"",""9411"",""9414"",""9417"",""9420"",""9423"",""9426"",""9432"",""9435"",""9438"",""9440"",""9441"",""9444"",""9446"",""9447"",""9450"",""9453"",""9456"",""9459"",""9462"",""9465"",""9468"",""9471"",""9474"",""9477"",""9480"",""9481"",""9483"",""9486"",""9487"",""9495"",""9498"",""9501"",""9504"",""9507"",""9513"",""9516"",""9519"",""9522"",""9525"",""9526"",""9528"",""9531"",""9534"",""9537"",""9540"",""9543"",""9544"",""9546"",""9549"",""9552"",""9555"",""9558"",""9561"",""9564"",""9567"",""9570"",""9573"",""9576"",""9577"",""9582"",""9585"",""9591"",""9594"",""9597"",""9600"",""9601"",""9603"",""9606"",""9609"",""9611"",""9612"",""9615"",""9618"",""9621"",""9624"",""9627"",""9633"",""9636"",""9638"",""9639"",""9642"",""9645"",""9648"",""9651"",""9660"",""9663"",""9666"",""9669"",""9672"",""9675"",""9677"",""9678"",""9679"",""9680"",""9681"",""9682"",""9683"",""9684"",""9687"",""9690"",""9691"",""9693"",""9696"",""9699"",""9702"",""9705"",""9706"",""9707"",""9708"",""9714"",""9717"",""9720"",""9722"",""9723"",""9725"",""9726"",""9727"",""9729"",""9732"",""9735"",""9738"",""9739"",""9740"",""9741"",""9744"",""9747"",""9750"",""9756"",""9758"",""9759"",""9760"",""9850"",""9862"",""9863"",""9865"",""9886"",""9898"",""9899"",""9897"",""9887"",""9571"",""9300"",""9369"",""9439"",""9510"",""9579"",""9654"",""9711"",""9736"",""9737"",""9640"",""9641"",""9673"",""9472"",""9311"",""9733"",""9541"",""9746"",""9551"",""9451"",""9338"",""9353"",""9482"",""9494"",""9524"",""9304"",""9332"",""9454"",""9457"",""9489"",""9491"",""9492"",""9523"",""9530"",""9532"",""9535"",""9542"",""9547"",""9548"",""9574"",""9598"",""9602"",""9607"",""9608"",""9623"",""9652"",""9692"",""9709"",""9712"",""9716"",""9718"",""9719"",""9751"",""9452"",""9901"",""9902"",""9903"",""9664"",""9415"",""9904"",""9514"",""9906"",""9359"",""9493"",""9521"",""9533"",""9538"",""9689"",""9713"",""9449"",""9888"",""9490"",""9527"",""9529"",""9536"",""9545"",""9568"",""9610"",""9622"",""9643"",""9667"",""9676"",""9685"",""9686"",""9688"",""9715"",""9900"",""9371"",""9376"",""9907""]","","Código de país (receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.complemento","description_modificado","description","Colocar las especificaciones de la direccion","Dirección complemento","Dirección complemento"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.complemento","restriccion_modificada","minLength","5","1","Dirección complemento"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.complemento","restriccion_modificada","maxLength","300","200","Dirección complemento"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.correo","restriccion_modificada","format","email","","Correo electrónico (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.correo","restriccion_modificada","minLength","3","6","Correo electrónico (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.nombre","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre (Receptor)","Nombre (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.nombreComercial","description_modificado","description","Nombre, denominación o razón social del contribuyente (Receptor)","Nombre Comercial (Receptor)","Nombre Comercial (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.numDocumento","restriccion_modificada","minLength","3","1","Número de documento de Identificación (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.telefono","restriccion_modificada","maxLength","50","30","Teléfono (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.tipoDocumento","restriccion_modificada","enum","[""36"",""13"",""02"",""03"",""37""]","","Tipo de documento de identificación (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.tipoDocumento","restriccion_modificada","minLength","","2","Tipo de documento de identificación (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.tipoDocumento","restriccion_modificada","maxLength","","2","Tipo de documento de identificación (Receptor)"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.tipoPersona","description_modificado","description","tipo de persona Juridica o persona natural","Tipo de Receptor","Tipo de Receptor"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","receptor.tipoPersona","restriccion_modificada","enum","[1,2]","","Tipo de Receptor"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","resumen","restriccion_modificada","minItems","","1","Resumen"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","resumen","restriccion_modificada","maxItems","","1","Resumen"
"fe-fex","svfe-json-schemas-new/v3/fe-fex-v3.json","svfe-json-schemas-old/fe-fex-v1.json","resumen.codIncoterms","restriccion_modificada","maxLength","","2","INCOTERMS"
